Item_Identifier,Item_Weight_Unique_Count,Item_Weight_Unique_Value,Item_FatContent_Unique_Count,Item_FatContent_Unique_Value,Item_Type_Unique_Count,Item_Type_Unique_Value
FDO44,1,"[nan, 12.6]",1,['Low Fat'],1,['Fruits and Vegetables']
FDO45,1,"[nan, 13.15]",1,['Regular'],1,['Snack Foods']
FDO46,1,"[9.6, nan]",1,['Regular'],1,['Snack Foods']
FDO48,1,[15.0],1,['Regular'],1,['Baking Goods']
FDO49,1,"[10.6, nan]",2,"['reg', 'Regular']",1,['Breakfast']
FDO50,1,"[16.25, nan]",3,"['Low Fat', 'LF', 'low fat']",1,['Canned']
FDO51,1,"[nan, 6.785]",1,['Regular'],1,['Meat']
FDO52,1,"[11.6, nan]",1,['Regular'],1,['Frozen Foods']
FDO56,1,"[10.195, nan]",1,['Regular'],1,['Fruits and Vegetables']
FDO57,1,"[20.75, nan]",1,['Low Fat'],1,['Snack Foods']
FDO58,1,"[nan, 19.6]",1,['Low Fat'],1,['Snack Foods']
FDO60,1,"[20.0, nan]",2,"['Low Fat', 'LF']",1,['Baking Goods']
FDP01,1,[20.75],1,['Regular'],1,['Breakfast']
FDP03,1,[5.15],1,['Regular'],1,['Meat']
FDP04,1,"[nan, 15.35]",1,['Low Fat'],1,['Frozen Foods']
FDP07,1,[18.2],1,['Low Fat'],1,['Fruits and Vegetables']
FDP08,1,[20.5],1,['Regular'],1,['Fruits and Vegetables']
FDP09,1,"[nan, 19.75, nan]",3,"['Low Fat', 'LF', 'low fat']",1,['Snack Foods']
FDP10,1,"[19.0, nan]",1,['Low Fat'],1,['Snack Foods']
FDP11,1,"[nan, 15.85]",1,['Low Fat'],1,['Breads']
FDP12,1,[9.8],1,['Regular'],1,['Baking Goods']
FDP13,1,"[8.1, nan]",1,['Regular'],1,['Canned']
FDP15,1,"[nan, 15.2]",1,['Low Fat'],1,['Meat']
FDP16,1,[18.6],1,['Low Fat'],1,['Frozen Foods']
FDP19,1,[11.5],2,"['Low Fat', 'LF']",1,['Fruits and Vegetables']
FDP20,1,[19.85],1,['Low Fat'],1,['Fruits and Vegetables']
FDP21,1,"[7.42, nan]",1,['Regular'],1,['Snack Foods']
FDP22,1,"[nan, 14.65]",1,['Regular'],1,['Snack Foods']
FDP23,1,"[6.71, nan]",1,['Low Fat'],1,['Breads']
FDP24,1,"[nan, 20.6]",2,"['Low Fat', 'LF']",1,['Baking Goods']
FDP25,1,"[nan, nan, 15.2]",2,"['Low Fat', 'low fat']",1,['Canned']
FDP26,1,"[nan, 7.785]",1,['Low Fat'],1,['Dairy']
FDP27,1,"[8.155, nan]",2,"['Low Fat', 'LF']",1,['Meat']
FDP28,1,[13.65],1,['Regular'],1,['Frozen Foods']
FDP31,1,"[nan, 21.1]",1,['Regular'],1,['Fruits and Vegetables']
FDP32,1,[6.65],1,['Low Fat'],1,['Fruits and Vegetables']
FDP33,1,"[18.7, nan]",2,"['Low Fat', 'LF']",1,['Snack Foods']
FDP34,1,"[nan, 12.85]",2,"['Low Fat', 'LF']",1,['Snack Foods']
FDP36,1,[10.395],1,['Regular'],1,['Baking Goods']
FDP37,1,"[nan, 15.6]",1,['Low Fat'],1,['Breakfast']
FDP38,1,"[10.1, nan]",1,['Low Fat'],1,['Canned']
FDP39,1,"[nan, 12.65]",1,['Low Fat'],1,['Meat']
FDP40,1,"[4.555, nan]",1,['Regular'],1,['Frozen Foods']
FDP44,1,[16.5],1,['Regular'],1,['Fruits and Vegetables']
FDP45,1,"[nan, 15.7]",1,['Regular'],1,['Snack Foods']
FDP46,1,"[nan, 15.35]",1,['Low Fat'],1,['Snack Foods']
FDP48,1,"[nan, 7.52]",1,['Regular'],1,['Baking Goods']
FDP49,1,"[9.0, nan]",1,['Regular'],1,['Breakfast']
FDP51,1,"[nan, 13.85]",1,['Regular'],1,['Meat']
FDP52,1,"[18.7, nan]",2,"['reg', 'Regular']",1,['Frozen Foods']
FDP56,1,"[8.185, nan]",3,"['Low Fat', 'LF', 'low fat']",1,['Fruits and Vegetables']
FDP57,1,[17.5],2,"['Low Fat', 'low fat']",1,['Snack Foods']
FDP58,1,"[nan, 11.1]",1,['Low Fat'],1,['Snack Foods']
FDP59,1,"[20.85, nan]",1,['Regular'],1,['Breads']
FDP60,1,"[17.35, nan]",1,['Low Fat'],1,['Baking Goods']
FDQ01,1,[19.7],1,['Regular'],1,['Canned']
FDQ03,1,"[15.0, nan]",1,['Regular'],1,['Meat']
FDQ04,1,"[nan, 6.4]",1,['Low Fat'],1,['Frozen Foods']
FDQ07,1,"[nan, 15.1]",1,['Regular'],1,['Fruits and Vegetables']
FDQ08,1,"[15.7, nan]",1,['Regular'],1,['Fruits and Vegetables']
FDQ09,1,"[nan, 7.235]",1,['Low Fat'],1,['Snack Foods']
FDQ10,1,"[nan, 12.85]",1,['Low Fat'],1,['Snack Foods']
FDQ11,1,"[5.695, nan]",1,['Regular'],1,['Breads']
FDQ12,1,"[12.65, nan]",2,"['Low Fat', 'LF']",1,['Baking Goods']
FDQ13,1,"[11.1, nan]",2,"['Low Fat', 'LF']",1,['Canned']
FDQ14,1,"[9.27, nan]",3,"['Low Fat', 'LF', 'low fat']",1,['Dairy']
FDQ15,1,"[nan, 20.35]",1,['Regular'],1,['Meat']
FDQ16,1,[19.7],2,"['Low Fat', 'LF']",1,['Frozen Foods']
FDQ19,1,"[nan, 7.35]",2,"['reg', 'Regular']",1,['Fruits and Vegetables']
FDQ20,1,"[8.325, nan]",2,"['Low Fat', 'low fat']",1,['Fruits and Vegetables']
FDQ21,1,[21.25],2,"['Low Fat', 'low fat']",1,['Snack Foods']
FDQ22,1,"[16.75, nan]",1,['Low Fat'],1,['Snack Foods']
FDQ23,1,"[nan, nan, 6.55]",2,"['Low Fat', 'low fat']",1,['Breads']
FDQ24,1,"[15.7, nan]",1,['Low Fat'],1,['Baking Goods']
FDQ25,1,"[8.63, nan]",1,['Regular'],1,['Canned']
FDQ26,1,"[nan, 13.5]",1,['Regular'],1,['Dairy']
FDQ27,1,"[5.19, nan]",1,['Regular'],1,['Meat']
FDQ28,1,"[nan, 14.0]",1,['Regular'],1,['Frozen Foods']
FDQ31,1,"[5.785, nan]",1,['Regular'],1,['Fruits and Vegetables']
FDQ32,1,"[17.85, nan]",1,['Regular'],1,['Fruits and Vegetables']
FDQ33,1,"[13.35, nan]",1,['Low Fat'],1,['Snack Foods']
FDQ34,1,"[10.85, nan]",2,"['Low Fat', 'LF']",1,['Snack Foods']
FDQ36,1,"[nan, 7.855]",1,['Regular'],1,['Baking Goods']
FDQ37,1,"[nan, 20.75]",1,['Low Fat'],1,['Breakfast']
FDQ39,1,"[14.8, nan]",1,['Low Fat'],1,['Meat']
FDQ40,1,"[11.1, nan]",1,['Regular'],1,['Frozen Foods']
FDQ44,1,[20.5],1,['Low Fat'],1,['Fruits and Vegetables']
FDQ45,1,"[9.5, nan]",1,['Regular'],1,['Snack Foods']
FDQ46,1,[7.51],1,['Low Fat'],1,['Snack Foods']
FDQ47,1,[7.155],1,['Regular'],1,['Breads']
FDQ48,1,"[nan, 14.3]",2,"['reg', 'Regular']",1,['Baking Goods']
FDQ49,1,"[nan, 20.2]",1,['Regular'],1,['Breakfast']
FDQ51,1,"[16.0, nan]",1,['Regular'],1,['Meat']
FDQ52,1,"[17.0, nan]",1,['Low Fat'],1,['Frozen Foods']
FDQ55,1,"[nan, 13.65]",1,['Regular'],1,['Fruits and Vegetables']
FDQ56,1,"[nan, 6.59]",1,['Low Fat'],1,['Fruits and Vegetables']
FDQ57,1,"[nan, 7.275]",1,['Low Fat'],1,['Snack Foods']
FDQ58,1,"[nan, 7.315]",1,['Low Fat'],1,['Snack Foods']
FDQ59,1,"[9.8, nan]",1,['Regular'],1,['Breads']
FDQ60,0,[nan],1,['Regular'],1,['Baking Goods']
FDR01,1,"[5.405, nan]",1,['Regular'],1,['Canned']
FDR02,1,[16.7],2,"['Low Fat', 'LF']",1,['Dairy']
FDR03,1,[15.7],1,['Regular'],1,['Meat']
FDR04,1,"[nan, 7.075]",1,['Low Fat'],1,['Frozen Foods']
FDR07,1,"[nan, 21.35]",1,['Low Fat'],1,['Fruits and Vegetables']
FDR08,1,"[18.7, nan]",1,['Low Fat'],1,['Fruits and Vegetables']
FDR09,1,"[18.25, nan]",1,['Low Fat'],1,['Snack Foods']
FDR10,1,[17.6],2,"['Low Fat', 'LF']",1,['Snack Foods']
FDR11,1,[10.5],1,['Regular'],1,['Breads']
FDR12,1,"[12.6, nan]",1,['Regular'],1,['Baking Goods']
FDR13,1,[9.895],1,['Regular'],1,['Canned']
FDR14,1,"[nan, 11.65]",1,['Low Fat'],1,['Dairy']
FDR15,1,"[9.3, nan]",2,"['reg', 'Regular']",1,['Meat']
FDR16,1,[5.845],1,['Regular'],1,['Frozen Foods']
FDR19,1,"[nan, 13.5]",1,['Regular'],1,['Fruits and Vegetables']
FDR20,1,[20.0],1,['Regular'],1,['Fruits and Vegetables']
FDR21,1,"[nan, 19.7]",2,"['Low Fat', 'LF']",1,['Snack Foods']
FDR22,1,"[19.35, nan]",1,['Regular'],1,['Snack Foods']
FDR23,1,"[nan, 15.85]",1,['Low Fat'],1,['Breads']
FDR24,1,"[17.35, nan]",1,['Regular'],1,['Baking Goods']
FDR25,1,"[17.0, nan]",1,['Regular'],1,['Canned']
FDR26,1,[20.7],1,['Low Fat'],1,['Dairy']
FDR27,1,"[nan, 15.1]",1,['Regular'],1,['Meat']
FDR28,1,[13.85],2,"['reg', 'Regular']",1,['Frozen Foods']
FDR31,1,"[nan, 6.46]",1,['Regular'],1,['Fruits and Vegetables']
FDR32,1,"[6.78, nan]",1,['Regular'],1,['Fruits and Vegetables']
FDR33,1,"[nan, 7.31]",1,['Low Fat'],1,['Snack Foods']
FDR34,1,[17.0],1,['Regular'],1,['Snack Foods']
FDR35,1,"[nan, 12.5]",1,['Low Fat'],1,['Breads']
FDR36,1,[6.715],2,"['reg', 'Regular']",1,['Baking Goods']
FDR37,1,"[16.5, nan]",1,['Regular'],1,['Breakfast']
FDR39,1,[20.35],2,"['Low Fat', 'LF']",1,['Meat']
FDR40,1,"[9.1, nan]",1,['Regular'],1,['Frozen Foods']
FDR43,1,"[18.2, nan]",1,['Low Fat'],1,['Fruits and Vegetables']
FDR44,1,"[6.11, nan]",2,"['reg', 'Regular']",1,['Fruits and Vegetables']
FDR45,1,"[nan, 10.8]",1,['Low Fat'],1,['Snack Foods']
FDR46,1,"[16.85, nan]",1,['Low Fat'],1,['Snack Foods']
FDR47,1,"[17.85, nan]",2,"['Low Fat', 'LF']",1,['Breads']
FDR48,1,"[nan, 11.65]",2,"['Low Fat', 'LF']",1,['Baking Goods']
FDR49,1,[8.71],1,['Low Fat'],1,['Canned']
FDR51,1,"[9.035, nan]",1,['Regular'],1,['Meat']
FDR52,1,"[nan, 12.65]",1,['Regular'],1,['Frozen Foods']
FDR55,1,"[12.15, nan]",2,"['reg', 'Regular']",1,['Fruits and Vegetables']
FDR56,1,"[15.5, nan]",1,['Regular'],1,['Fruits and Vegetables']
FDR57,1,[5.675],1,['Regular'],1,['Snack Foods']
FDR58,1,"[6.675, nan]",1,['Low Fat'],1,['Snack Foods']
FDR59,1,"[nan, 14.5]",1,['Regular'],1,['Breads']
FDR60,1,"[14.3, nan]",1,['Low Fat'],1,['Baking Goods']
FDS01,1,"[nan, 11.6]",1,['Low Fat'],1,['Canned']
FDS02,1,"[10.195, nan]",1,['Regular'],1,['Dairy']
FDS03,1,"[nan, 7.825]",1,['Low Fat'],1,['Meat']
FDS04,1,[10.195],1,['Regular'],1,['Frozen Foods']
FDS07,1,[12.35],1,['Low Fat'],1,['Fruits and Vegetables']
FDS08,1,"[nan, 5.735]",1,['Low Fat'],1,['Fruits and Vegetables']
FDS09,1,"[8.895, nan]",1,['Regular'],1,['Snack Foods']
FDS10,1,"[nan, 19.2]",1,['Low Fat'],1,['Snack Foods']
FDS11,1,"[nan, 7.05]",1,['Regular'],1,['Breads']
FDS12,1,"[9.1, nan]",2,"['Low Fat', 'LF']",1,['Baking Goods']
FDS13,1,"[6.465, nan]",2,"['Low Fat', 'LF']",1,['Canned']
FDS14,1,[7.285],1,['Low Fat'],1,['Dairy']
FDS15,1,[9.195],1,['Regular'],1,['Meat']
FDS16,1,"[nan, 15.15]",1,['Regular'],1,['Frozen Foods']
FDS19,1,[13.8],1,['Regular'],1,['Fruits and Vegetables']
FDS20,1,[8.85],1,['Low Fat'],1,['Fruits and Vegetables']
FDS21,1,"[19.85, nan]",2,"['reg', 'Regular']",1,['Snack Foods']
FDS22,1,[16.85],1,['Regular'],1,['Snack Foods']
FDS23,1,"[4.635, nan]",1,['Low Fat'],1,['Breads']
FDS24,1,[20.85],2,"['reg', 'Regular']",1,['Baking Goods']
FDS25,1,"[nan, 6.885]",1,['Regular'],1,['Canned']
FDS26,1,"[20.35, nan]",1,['Low Fat'],1,['Dairy']
FDS27,1,"[10.195, nan]",1,['Regular'],1,['Meat']
FDS28,1,"[8.18, nan]",2,"['reg', 'Regular']",1,['Frozen Foods']
FDS31,1,"[nan, 13.1]",2,"['reg', 'Regular']",1,['Fruits and Vegetables']
FDS32,1,"[17.75, nan]",1,['Regular'],1,['Fruits and Vegetables']
FDS33,1,"[nan, 6.67]",1,['Regular'],1,['Snack Foods']
FDS34,1,"[19.35, nan]",2,"['reg', 'Regular']",1,['Snack Foods']
FDS35,1,"[nan, 9.3]",3,"['Low Fat', 'LF', 'low fat']",1,['Breads']
FDS36,1,[8.38],1,['Regular'],1,['Baking Goods']
FDS37,1,[7.655],1,['Low Fat'],1,['Canned']
FDS39,1,"[nan, 6.895]",1,['Low Fat'],1,['Meat']
FDS40,1,"[nan, 15.35]",1,['Low Fat'],1,['Frozen Foods']
FDS43,1,"[11.65, nan]",1,['Low Fat'],1,['Fruits and Vegetables']
FDS44,1,"[12.65, nan]",1,['Regular'],1,['Fruits and Vegetables']
FDS45,1,"[nan, 5.175]",1,['Regular'],1,['Snack Foods']
FDS46,1,"[17.6, nan]",1,['Regular'],1,['Snack Foods']
FDS47,1,"[16.75, nan]",2,"['Low Fat', 'LF']",1,['Breads']
FDS48,1,"[nan, 15.15]",1,['Low Fat'],1,['Baking Goods']
FDS49,1,[9.0],1,['Low Fat'],1,['Canned']
FDS50,1,[17.0],1,['Low Fat'],1,['Dairy']
FDS51,1,"[13.35, nan]",2,"['Low Fat', 'LF']",1,['Meat']
FDS52,1,"[8.89, nan]",2,"['Low Fat', 'low fat']",1,['Frozen Foods']
FDS55,1,"[nan, 7.02]",1,['Low Fat'],1,['Fruits and Vegetables']
FDS56,1,[5.785],1,['Regular'],1,['Fruits and Vegetables']
FDS57,1,"[nan, 15.5]",2,"['Low Fat', 'LF']",1,['Snack Foods']
FDS58,1,[9.285],1,['Regular'],1,['Snack Foods']
FDS59,1,"[nan, 14.8]",1,['Regular'],1,['Breads']
FDS60,1,[20.85],1,['Low Fat'],1,['Baking Goods']
FDT01,1,[13.65],1,['Regular'],1,['Canned']
FDT02,1,[12.6],2,"['Low Fat', 'LF']",1,['Dairy']
FDT03,1,"[21.25, nan]",1,['Low Fat'],1,['Meat']
FDT04,1,[17.25],1,['Low Fat'],1,['Frozen Foods']
FDT07,1,"[nan, 5.82]",2,"['reg', 'Regular']",1,['Fruits and Vegetables']
FDT08,1,"[13.65, nan]",2,"['Low Fat', 'LF']",1,['Fruits and Vegetables']
FDT09,1,"[nan, 15.15]",1,['Regular'],1,['Snack Foods']
FDT10,1,[16.7],2,"['reg', 'Regular']",1,['Snack Foods']
FDT11,1,"[nan, 5.94]",1,['Regular'],1,['Breads']
FDT12,1,"[nan, 6.215]",1,['Regular'],1,['Baking Goods']
FDT13,1,"[nan, 14.85]",1,['Low Fat'],1,['Canned']
FDT14,1,"[10.695, nan]",1,['Regular'],1,['Dairy']
FDT15,1,"[nan, 12.15]",1,['Regular'],1,['Meat']
FDT16,1,"[9.895, nan]",1,['Regular'],1,['Frozen Foods']
FDT19,1,"[nan, 7.59]",1,['Regular'],1,['Fruits and Vegetables']
FDT20,1,"[10.5, nan]",2,"['Low Fat', 'LF']",1,['Fruits and Vegetables']
FDT21,1,"[nan, 7.42]",1,['Low Fat'],1,['Snack Foods']
FDT22,1,"[10.395, nan]",1,['Low Fat'],1,['Snack Foods']
FDT23,1,[7.72],2,"['reg', 'Regular']",1,['Breads']
FDT24,1,"[12.35, nan]",2,"['reg', 'Regular']",1,['Baking Goods']
FDT25,1,[7.5],1,['Low Fat'],1,['Canned']
FDT26,1,"[nan, 18.85]",2,"['reg', 'Regular']",1,['Dairy']
FDT27,1,"[11.395, nan]",1,['Regular'],1,['Meat']
FDT28,1,[13.3],1,['Low Fat'],1,['Frozen Foods']
FDT31,1,[19.75],1,['Low Fat'],1,['Fruits and Vegetables']
FDT32,1,"[19.0, nan]",1,['Regular'],1,['Fruits and Vegetables']
FDT33,1,[7.81],1,['Regular'],1,['Snack Foods']
FDT34,1,[9.3],2,"['Low Fat', 'LF']",1,['Snack Foods']
FDT35,1,[19.85],1,['Regular'],1,['Breads']
FDT36,1,"[12.3, nan]",2,"['Low Fat', 'LF']",1,['Baking Goods']
FDT37,1,"[nan, 14.15]",1,['Low Fat'],1,['Canned']
FDT38,1,[18.7],1,['Low Fat'],1,['Dairy']
FDT39,1,[6.26],2,"['reg', 'Regular']",1,['Meat']
FDT40,1,"[nan, 5.985]",2,"['Low Fat', 'LF']",1,['Frozen Foods']
FDT43,1,[16.35],1,['Low Fat'],1,['Fruits and Vegetables']
FDT44,1,[16.6],1,['Low Fat'],1,['Fruits and Vegetables']
FDT45,1,[15.85],1,['Low Fat'],1,['Snack Foods']
FDT46,1,"[11.35, nan]",1,['Low Fat'],1,['Snack Foods']
FDT47,1,"[nan, 5.26]",1,['Regular'],1,['Breads']
FDT48,1,"[4.92, nan]",2,"['Low Fat', 'LF']",1,['Baking Goods']
FDT49,1,"[nan, 7.0]",1,['Low Fat'],1,['Canned']
FDT50,1,"[nan, 6.75]",2,"['reg', 'Regular']",1,['Dairy']
FDT51,1,"[11.65, nan]",1,['Regular'],1,['Meat']
FDT52,1,[9.695],1,['Regular'],1,['Frozen Foods']
FDT55,1,"[13.6, nan]",1,['Regular'],1,['Fruits and Vegetables']
FDT56,1,"[16.0, nan]",1,['Regular'],1,['Fruits and Vegetables']
FDT57,1,"[nan, 15.2]",1,['Low Fat'],1,['Snack Foods']
FDT58,1,"[9.0, nan]",1,['Low Fat'],1,['Snack Foods']
FDT59,1,"[13.65, nan]",1,['Low Fat'],1,['Breads']
FDT60,1,"[nan, 12.0]",1,['Low Fat'],1,['Baking Goods']
FDU01,1,"[20.25, nan]",1,['Regular'],1,['Canned']
FDU02,1,"[nan, 13.35]",2,"['Low Fat', 'low fat']",1,['Dairy']
FDU03,1,[18.7],1,['Regular'],1,['Meat']
FDU04,1,"[nan, 7.93]",1,['Low Fat'],1,['Frozen Foods']
FDU07,1,"[11.1, nan]",1,['Low Fat'],1,['Fruits and Vegetables']
FDU08,1,"[nan, 10.3]",2,"['Low Fat', 'LF']",1,['Fruits and Vegetables']
FDU09,1,"[nan, 7.71]",1,['Regular'],1,['Snack Foods']
FDU10,1,[10.1],1,['Regular'],1,['Snack Foods']
FDU11,1,"[nan, 4.785]",1,['Low Fat'],1,['Breads']
FDU12,1,"[nan, 15.5]",1,['Regular'],1,['Baking Goods']
FDU13,1,"[8.355, nan]",2,"['Low Fat', 'low fat']",1,['Canned']
FDU14,1,"[17.75, nan]",1,['Low Fat'],1,['Dairy']
FDU15,1,[13.65],1,['Regular'],1,['Meat']
FDU16,1,[19.25],1,['Regular'],1,['Frozen Foods']
FDU19,1,"[8.77, nan]",2,"['reg', 'Regular']",1,['Fruits and Vegetables']
FDU20,1,"[nan, 19.35]",1,['Regular'],1,['Fruits and Vegetables']
FDU21,1,"[11.8, nan]",2,"['reg', 'Regular']",1,['Snack Foods']
FDU22,1,"[nan, 12.35]",1,['Low Fat'],1,['Snack Foods']
FDU23,1,"[12.15, nan]",2,"['Low Fat', 'LF']",1,['Breads']
FDU24,1,"[nan, 6.78]",2,"['reg', 'Regular']",1,['Baking Goods']
FDU25,1,"[nan, 12.35]",2,"['Low Fat', 'LF']",1,['Canned']
FDU26,1,"[16.7, nan]",1,['Regular'],1,['Dairy']
FDU27,1,"[18.6, nan]",1,['Regular'],1,['Meat']
FDU28,1,"[19.2, nan]",1,['Regular'],1,['Frozen Foods']
FDU31,1,[10.5],2,"['reg', 'Regular']",1,['Fruits and Vegetables']
FDU32,1,"[8.785, nan]",1,['Low Fat'],1,['Fruits and Vegetables']
FDU33,1,"[nan, 7.63]",1,['Regular'],1,['Snack Foods']
FDU34,1,"[18.25, nan]",2,"['Low Fat', 'LF']",1,['Snack Foods']
FDU35,1,"[nan, 6.44]",2,"['Low Fat', 'low fat']",1,['Breads']
FDU36,1,"[nan, 6.15]",1,['Low Fat'],1,['Baking Goods']
FDU37,1,"[9.5, nan]",1,['Regular'],1,['Canned']
FDU38,1,"[10.8, nan, nan]",2,"['Low Fat', 'LF']",1,['Dairy']
FDU39,1,"[nan, 18.85]",2,"['Low Fat', 'LF']",1,['Meat']
FDU40,1,[20.85],1,['Low Fat'],1,['Frozen Foods']
FDU43,1,"[nan, 19.35]",1,['Regular'],1,['Fruits and Vegetables']
FDU44,1,"[12.15, nan]",1,['Regular'],1,['Fruits and Vegetables']
FDU45,1,"[nan, 15.6]",1,['Regular'],1,['Snack Foods']
FDU46,1,"[10.3, nan]",1,['Regular'],1,['Snack Foods']
FDU47,1,[12.8],1,['Regular'],1,['Breads']
FDU48,1,[18.85],1,['Low Fat'],1,['Baking Goods']
FDU49,1,[19.5],1,['Regular'],1,['Canned']
FDU50,1,"[nan, 5.75]",1,['Regular'],1,['Dairy']
FDU51,1,"[20.2, nan]",1,['Regular'],1,['Meat']
FDU52,1,"[nan, 7.56]",1,['Low Fat'],1,['Frozen Foods']
FDU55,1,"[16.2, nan]",1,['Low Fat'],1,['Fruits and Vegetables']
FDU56,1,"[16.85, nan]",2,"['Low Fat', 'LF']",1,['Fruits and Vegetables']
FDU57,1,"[8.27, nan]",2,"['reg', 'Regular']",1,['Snack Foods']
FDU58,1,"[6.61, nan]",1,['Regular'],1,['Snack Foods']
FDU59,1,"[nan, 5.78]",1,['Low Fat'],1,['Breads']
FDU60,1,[20.0],1,['Regular'],1,['Baking Goods']
FDV01,1,"[19.2, nan]",1,['Regular'],1,['Canned']
FDV02,1,"[16.75, nan]",1,['Low Fat'],1,['Dairy']
FDV03,1,"[17.6, nan]",2,"['Low Fat', 'LF']",1,['Meat']
FDV04,1,"[nan, 7.825]",1,['Regular'],1,['Frozen Foods']
FDV07,1,"[9.5, nan]",1,['Low Fat'],1,['Fruits and Vegetables']
FDV08,1,"[nan, 7.35]",1,['Low Fat'],1,['Fruits and Vegetables']
FDV09,1,"[nan, 12.1]",1,['Low Fat'],1,['Snack Foods']
FDV10,1,"[nan, 7.645]",1,['Regular'],1,['Snack Foods']
FDV11,1,[9.1],1,['Regular'],1,['Breads']
FDV12,1,[16.7],1,['Regular'],1,['Baking Goods']
FDV13,1,"[17.35, nan]",1,['Regular'],1,['Canned']
FDV14,1,[19.85],1,['Low Fat'],1,['Dairy']
FDV15,1,"[10.3, nan]",2,"['Low Fat', 'LF']",1,['Meat']
FDV16,1,"[nan, 7.75]",2,"['reg', 'Regular']",1,['Frozen Foods']
FDV19,1,"[nan, 14.85]",1,['Regular'],1,['Fruits and Vegetables']
FDV20,1,"[nan, 20.2]",1,['Regular'],1,['Fruits and Vegetables']
FDV21,1,"[nan, 11.5]",2,"['Low Fat', 'LF']",1,['Snack Foods']
FDV22,1,[14.85],1,['Regular'],1,['Snack Foods']
FDV23,1,"[11.0, nan]",2,"['Low Fat', 'LF']",1,['Breads']
FDV24,1,[5.635],1,['Low Fat'],1,['Baking Goods']
FDV25,1,"[nan, 5.905]",2,"['Low Fat', 'low fat']",1,['Canned']
FDV26,1,"[20.25, nan]",1,['Regular'],1,['Dairy']
FDV27,1,"[nan, 7.97]",1,['Regular'],1,['Meat']
FDV28,1,"[16.1, nan]",1,['Regular'],1,['Frozen Foods']
FDV31,1,[9.8],2,"['Low Fat', 'LF']",1,['Fruits and Vegetables']
FDV32,1,"[nan, 7.785]",2,"['Low Fat', 'LF']",1,['Fruits and Vegetables']
FDV33,1,[9.6],1,['Regular'],1,['Snack Foods']
FDV34,1,[10.695],1,['Regular'],1,['Snack Foods']
FDV35,1,[19.5],1,['Low Fat'],1,['Breads']
FDV36,1,"[18.7, nan]",1,['Low Fat'],1,['Baking Goods']
FDV37,1,"[nan, 13.0]",1,['Regular'],1,['Canned']
FDV38,1,"[19.25, nan]",2,"['Low Fat', 'LF']",1,['Dairy']
FDV39,1,"[11.3, nan]",2,"['Low Fat', 'LF']",1,['Meat']
FDV40,1,[17.35],1,['Low Fat'],1,['Frozen Foods']
FDV43,1,"[16.0, nan]",1,['Low Fat'],1,['Fruits and Vegetables']
FDV44,1,[8.365],1,['Regular'],1,['Fruits and Vegetables']
FDV45,1,"[16.75, nan, nan]",2,"['Low Fat', 'low fat']",1,['Snack Foods']
FDV46,1,"[18.2, nan]",1,['Low Fat'],1,['Snack Foods']
FDV47,1,"[17.1, nan]",2,"['Low Fat', 'low fat']",1,['Breads']
FDV48,1,"[9.195, nan]",1,['Regular'],1,['Baking Goods']
FDV49,1,"[nan, 10.0]",2,"['Low Fat', 'low fat']",1,['Canned']
FDV50,1,[14.3],1,['Low Fat'],1,['Dairy']
FDV51,1,"[16.35, nan]",1,['Low Fat'],1,['Meat']
FDV52,1,[20.7],1,['Regular'],1,['Frozen Foods']
FDV55,1,"[17.75, nan]",1,['Low Fat'],1,['Fruits and Vegetables']
FDV56,1,"[16.1, nan]",1,['Regular'],1,['Fruits and Vegetables']
FDV57,1,"[nan, 15.25]",1,['Regular'],1,['Snack Foods']
FDV58,1,[20.85],1,['Low Fat'],1,['Snack Foods']
FDV59,1,[13.35],2,"['Low Fat', 'LF']",1,['Breads']
FDV60,1,"[nan, 20.2]",1,['Regular'],1,['Baking Goods']
FDW01,1,"[14.5, nan]",2,"['Low Fat', 'LF']",1,['Canned']
FDW02,1,"[nan, 4.805]",1,['Regular'],1,['Dairy']
FDW03,1,[5.63],1,['Regular'],1,['Meat']
FDW04,1,"[8.985, nan]",2,"['reg', 'Regular']",1,['Frozen Foods']
FDW07,1,"[18.0, nan]",1,['Regular'],1,['Fruits and Vegetables']
FDW08,1,"[12.1, nan]",2,"['Low Fat', 'LF']",1,['Fruits and Vegetables']
FDW09,1,"[13.65, nan]",2,"['reg', 'Regular']",1,['Snack Foods']
FDW10,1,[21.2],1,['Low Fat'],1,['Snack Foods']
FDW11,1,"[12.6, nan]",2,"['Low Fat', 'low fat']",1,['Breads']
FDW12,1,"[8.315, nan]",2,"['reg', 'Regular']",1,['Baking Goods']
FDW13,1,"[8.5, nan]",2,"['Low Fat', 'low fat']",1,['Canned']
FDW14,1,[8.3],1,['Regular'],1,['Dairy']
FDW15,1,"[nan, 15.35]",1,['Regular'],1,['Meat']
FDW16,1,"[17.35, nan]",1,['Regular'],1,['Frozen Foods']
FDW19,1,"[nan, 12.35]",1,['Regular'],1,['Fruits and Vegetables']
FDW20,1,"[20.75, nan]",1,['Low Fat'],1,['Fruits and Vegetables']
FDW21,1,"[nan, 5.34]",1,['Regular'],1,['Snack Foods']
FDW22,1,"[9.695, nan]",1,['Regular'],1,['Snack Foods']
FDW23,1,"[5.765, nan]",1,['Low Fat'],1,['Baking Goods']
FDW24,1,"[nan, nan, 6.8]",2,"['Low Fat', 'low fat']",1,['Baking Goods']
